SI_NO,Date,Product Type,Product,Type,Profit,Margin,Sales,COGS,Total Expenses,Marketing,Expected Profit,Expected COGS,Expected Margin,Expected Sales,State,Market,Market Size
3993,2010-08-01,Tea,Darjeeling,Regular,20,54,90,36,34,11,10,30,40,70,Wisconsin,Central,Small Market
3994,2010-09-01,Tea,Darjeeling,Regular,31,67,113,46,36,14,30,30,60,90,Wisconsin,Central,Small Market
3995,2010-03-01,Tea,Earl Grey,Regular,1,87,150,63,86,57,10,50,80,130,Wisconsin,Central,Small Market
3996,2010-12-01,Tea,Earl Grey,Regular,-3,76,131,55,79,49,0,40,60,100,Wisconsin,Central,Small Market
3997,2011-02-01,Tea,Earl Grey,Regular,4,90,165,65,87,58,10,50,80,130,Wisconsin,Central,Small Market
3998,2010-03-01,Coffee,Amaretto,Regular,-41,16,125,109,57,34,-30,130,20,150,California,West,Major Market
3999,2011-02-01,Coffee,Decaf Irish Cream,Decaf,-174,-26,130,148,91,48,-110,180,-30,150,California,West,Major Market
4000,2011-05-01,Coffee,Decaf Irish Cream,Decaf,-196,-32,162,195,102,64,-140,240,-40,200,California,West,Major Market
4001,2011-06-01,Coffee,Decaf Irish Cream,Decaf,-196,-31,167,200,103,66,-140,250,-40,210,California,West,Major Market
4002,2011-10-01,Herbal Tea,Chamomile,Decaf,171,157,282,108,42,30,120,80,130,210,California,West,Major Market
4003,2011-06-01,Tea,Earl Grey,Regular,135,136,228,94,35,26,80,60,90,150,California,West,Major Market
4004,2010-04-01,Espresso,Caffe Latte,Regular,148,239,478,239,91,66,150,220,230,450,California,West,Major Market
4005,2010-10-01,Coffee,Columbian,Regular,185,281,520,239,96,74,340,350,420,770,Texas,South,Major Market
4006,2011-11-01,Coffee,Decaf Irish Cream,Decaf,39,52,98,40,26,13,40,40,60,100,Texas,South,Major Market
4007,2010-03-01,Espresso,Caffe Mocha,Regular,91,126,213,87,35,24,90,70,110,180,Texas,South,Major Market
4008,2011-11-01,Herbal Tea,Chamomile,Decaf,47,79,147,59,47,19,40,50,70,120,Texas,South,Major Market
4009,2010-11-01,Herbal Tea,Lemon,Decaf,31,68,114,46,37,14,30,40,60,100,Texas,South,Major Market
4010,2010-06-01,Espresso,Caffe Latte,Regular,33,81,135,54,48,17,40,40,70,110,Texas,South,Major Market
4011,2010-02-01,Coffee,Amaretto,Regular,33,80,140,60,47,19,50,60,80,140,Ohio,Central,Major Market
4012,2010-03-01,Coffee,Amaretto,Regular,32,77,134,57,45,18,50,60,80,140,Ohio,Central,Major Market
4013,2010-10-01,Coffee,Columbian,Regular,28,64,107,43,36,13,60,30,70,100,Ohio,Central,Major Market
4014,2011-10-01,Coffee,Columbian,Regular,42,64,114,43,36,13,60,30,70,100,Ohio,Central,Major Market
4015,2010-06-01,Coffee,Decaf Irish Cream,Decaf,-6,63,107,44,69,40,20,40,70,110,Ohio,Central,Major Market
4016,2011-12-01,Espresso,Caffe Mocha,Regular,129,153,326,153,66,42,140,190,200,390,Ohio,Central,Major Market
4017,2010-08-01,Espresso,Decaf Espresso,Decaf,8,60,109,49,52,18,20,50,70,120,Ohio,Central,Major Market
4018,2011-01-01,Espresso,Decaf Espresso,Decaf,25,72,145,58,59,22,40,60,90,150,Ohio,Central,Major Market
4019,2011-11-01,Espresso,Decaf Espresso,Decaf,24,69,132,55,53,20,40,70,80,150,Ohio,Central,Major Market
4020,2010-01-01,Herbal Tea,Chamomile,Decaf,29,48,80,32,19,8,50,20,50,70,Ohio,Central,Major Market
4021,2010-09-01,Herbal Tea,Chamomile,Decaf,14,30,50,20,16,5,30,10,30,40,Ohio,Central,Major Market
4022,2010-10-01,Herbal Tea,Chamomile,Decaf,16,32,53,21,16,5,30,0,30,30,Ohio,Central,Major Market
4023,2010-11-01,Herbal Tea,Chamomile,Decaf,29,48,80,32,19,8,30,30,40,70,Ohio,Central,Major Market
4024,2010-12-01,Herbal Tea,Chamomile,Decaf,25,44,73,29,19,8,30,20,40,60,Ohio,Central,Major Market
4025,2011-10-01,Herbal Tea,Chamomile,Decaf,24,32,56,21,16,5,30,0,30,30,Ohio,Central,Major Market
4026,2011-07-01,Herbal Tea,Lemon,Decaf,22,34,56,23,17,6,40,10,40,50,Ohio,Central,Major Market
4027,2011-10-01,Herbal Tea,Lemon,Decaf,30,39,70,27,19,7,30,10,30,40,Ohio,Central,Major Market
4028,2011-04-01,Tea,Darjeeling,Regular,108,134,237,88,61,29,70,70,120,190,Ohio,Central,Major Market
4029,2010-04-01,Tea,Earl Grey,Regular,97,155,267,112,58,34,90,90,140,230,Ohio,Central,Major Market
4030,2010-06-01,Tea,Earl Grey,Regular,105,164,282,118,59,36,90,100,140,240,Ohio,Central,Major Market
4031,2010-03-01,Coffee,Columbian,Regular,166,253,467,214,87,66,240,260,320,580,Texas,South,Major Market
4032,2011-08-01,Coffee,Columbian,Regular,345,367,672,311,109,96,340,390,450,840,Texas,South,Major Market
4033,2011-04-01,Coffee,Decaf Irish Cream,Decaf,93,100,190,78,37,25,100,90,130,220,Texas,South,Major Market
4034,2011-03-01,Herbal Tea,Chamomile,Decaf,46,77,143,57,46,18,50,50,80,130,Texas,South,Major Market
4035,2011-06-01,Coffee,Columbian,Regular,137,167,276,111,63,36,110,100,160,260,Florida,East,Major Market
4036,2010-03-01,Espresso,Caffe Mocha,Regular,17,132,227,95,115,86,30,90,130,220,Florida,East,Major Market
4037,2010-08-01,Espresso,Caffe Mocha,Regular,35,184,317,133,149,120,60,120,190,310,Florida,East,Major Market
4038,2011-08-01,Espresso,Caffe Mocha,Regular,48,184,314,133,139,120,60,120,190,310,Florida,East,Major Market
4039,2010-03-01,Espresso,Decaf Espresso,Decaf,54,108,188,80,54,26,70,70,110,180,Florida,East,Major Market
4040,2011-09-01,Espresso,Decaf Espresso,Decaf,86,114,212,85,56,28,70,80,110,190,Florida,East,Major Market
4041,2010-05-01,Herbal Tea,Chamomile,Decaf,35,62,110,48,27,15,30,30,50,80,Florida,East,Major Market
4042,2010-06-01,Herbal Tea,Chamomile,Decaf,35,62,110,48,27,15,30,30,50,80,Florida,East,Major Market
4043,2011-05-01,Herbal Tea,Mint,Decaf,65,92,168,78,42,24,50,50,80,130,Florida,East,Major Market
4044,2010-08-01,Tea,Darjeeling,Regular,44,68,114,46,24,12,60,40,80,120,Florida,East,Major Market
4045,2011-01-01,Coffee,Columbian,Regular,408,407,759,271,152,94,370,340,500,840,California,West,Major Market
4046,2011-06-01,Tea,Green Tea,Regular,44,81,134,54,46,17,30,30,60,90,California,West,Major Market
4047,2011-07-01,Tea,Green Tea,Regular,41,79,130,52,46,17,20,30,50,80,California,West,Major Market
4048,2010-02-01,Herbal Tea,Chamomile,Decaf,100,137,232,95,37,26,100,80,120,200,California,West,Major Market
4049,2011-06-01,Herbal Tea,Chamomile,Decaf,184,178,298,123,42,34,140,100,160,260,California,West,Major Market
4050,2010-09-01,Espresso,Caffe Latte,Regular,156,249,498,249,93,69,160,230,240,470,California,West,Major Market
4051,2011-12-01,Espresso,Caffe Latte,Regular,233,251,534,250,94,70,160,240,240,480,California,West,Major Market
4052,2010-12-01,Coffee,Amaretto,Regular,-88,-25,102,127,63,40,-90,150,-30,120,California,West,Major Market
4053,2010-11-01,Coffee,Columbian,Regular,235,374,623,249,139,87,310,290,450,740,California,West,Major Market
4054,2010-10-01,Coffee,Decaf Irish Cream,Decaf,-117,-24,130,154,93,50,-100,220,-30,190,California,West,Major Market
4055,2011-12-01,Coffee,Decaf Irish Cream,Decaf,-221,-32,205,224,117,73,-150,260,-40,220,California,West,Major Market
4056,2010-09-01,Espresso,Caffe Mocha,Regular,26,169,290,121,143,110,30,110,160,270,California,West,Major Market
4057,2011-08-01,Espresso,Caffe Mocha,Regular,69,239,408,173,176,156,60,160,230,390,California,West,Major Market
4058,2011-09-01,Espresso,Caffe Mocha,Regular,39,169,309,121,143,110,30,110,160,270,California,West,Major Market
4059,2010-02-01,Espresso,Decaf Espresso,Decaf,202,311,545,234,109,77,200,220,300,520,California,West,Major Market
4060,2011-01-01,Espresso,Decaf Espresso,Decaf,316,312,611,234,114,77,200,220,300,520,California,West,Major Market
4061,2011-10-01,Herbal Tea,Lemon,Decaf,276,281,554,239,95,74,170,190,220,410,California,West,Major Market
4062,2010-09-01,Herbal Tea,Mint,Decaf,43,74,132,58,31,19,50,40,70,110,California,West,Major Market
4063,2011-04-01,Tea,Darjeeling,Regular,142,132,238,91,36,25,80,60,90,150,California,West,Major Market
4064,2011-06-01,Tea,Darjeeling,Regular,166,163,274,113,40,31,90,70,110,180,California,West,Major Market
4065,2010-03-01,Tea,Earl Grey,Regular,84,117,198,81,33,22,70,50,80,130,California,West,Major Market
4066,2011-11-01,Espresso,Caffe Latte,Regular,191,212,451,211,83,59,140,200,210,410,California,West,Major Market
4067,2010-01-01,Coffee,Columbian,Regular,68,126,210,84,58,27,70,80,110,190,Florida,East,Major Market
4068,2011-08-01,Coffee,Columbian,Regular,144,172,283,114,63,37,120,100,170,270,Florida,East,Major Market
4069,2011-10-01,Coffee,Columbian,Regular,95,123,218,82,59,27,90,60,110,170,Florida,East,Major Market
4070,2010-09-01,Coffee,Decaf Irish Cream,Decaf,81,134,230,96,53,29,80,90,120,210,Florida,East,Major Market
4071,2011-06-01,Coffee,Decaf Irish Cream,Decaf,145,164,279,118,55,36,100,110,150,260,Florida,East,Major Market
4072,2010-07-01,Tea,Green Tea,Regular,58,85,144,59,27,16,70,60,90,150,Florida,East,Major Market
4073,2010-12-01,Herbal Tea,Lemon,Decaf,23,80,145,65,57,24,20,40,60,100,Florida,East,Major Market
4074,2010-11-01,Herbal Tea,Mint,Decaf,44,89,164,75,45,23,30,50,60,110,Florida,East,Major Market
4075,2010-01-01,Tea,Darjeeling,Regular,28,48,80,32,20,8,40,30,50,80,Florida,East,Major Market
4076,2011-08-01,Tea,Darjeeling,Regular,61,68,113,46,22,12,60,40,80,120,Florida,East,Major Market
4077,2010-11-01,Coffee,Columbian,Regular,174,265,490,225,91,69,230,260,320,580,Texas,South,Major Market
4078,2010-05-01,Coffee,Decaf Irish Cream,Decaf,68,107,190,83,39,27,100,100,130,230,Texas,South,Major Market
4079,2011-12-01,Coffee,Decaf Irish Cream,Decaf,45,56,106,43,26,14,40,50,60,110,Texas,South,Major Market
4080,2010-01-01,Espresso,Decaf Espresso,Decaf,54,80,134,54,26,15,60,40,70,110,Texas,South,Major Market
4081,2010-02-01,Espresso,Decaf Espresso,Decaf,80,112,189,77,32,21,90,60,100,160,Texas,South,Major Market
4082,2010-04-01,Espresso,Decaf Espresso,Decaf,84,117,198,81,33,22,90,60,110,170,Texas,South,Major Market
4083,2011-02-01,Espresso,Caffe Latte,Regular,86,114,201,75,56,24,60,60,100,160,Texas,South,Major Market
4084,2011-04-01,Espresso,Caffe Latte,Regular,71,102,181,68,54,22,50,50,90,140,Texas,South,Major Market
4085,2010-02-01,Coffee,Columbian,Regular,121,195,325,130,74,42,130,120,180,300,Connecticut,East,Small Market
4086,2010-05-01,Coffee,Columbian,Regular,98,165,275,110,67,36,110,100,160,260,Connecticut,East,Small Market
4087,2011-01-01,Coffee,Columbian,Regular,179,186,347,124,75,40,130,110,180,290,Connecticut,East,Small Market
4088,2011-04-01,Coffee,Columbian,Regular,159,176,311,116,69,38,110,110,160,270,Connecticut,East,Small Market
4089,2011-06-01,Coffee,Columbian,Regular,109,140,230,92,57,30,100,80,140,220,Connecticut,East,Small Market
4090,2011-12-01,Coffee,Columbian,Regular,156,174,308,115,69,37,110,100,160,260,Connecticut,East,Small Market
4091,2010-08-01,Tea,Green Tea,Regular,12,28,47,19,16,5,20,20,30,50,Connecticut,East,Small Market
4092,2010-10-01,Tea,Green Tea,Regular,18,36,60,24,18,6,40,20,40,60,Connecticut,East,Small Market
4093,2010-12-01,Tea,Green Tea,Regular,28,49,82,33,21,9,40,30,50,80,Connecticut,East,Small Market
4094,2011-02-01,Tea,Green Tea,Regular,31,39,70,27,18,7,40,20,50,70,Connecticut,East,Small Market
4095,2011-04-01,Tea,Green Tea,Regular,27,37,66,25,19,7,30,20,40,60,Connecticut,East,Small Market
4096,2011-09-01,Tea,Green Tea,Regular,25,34,61,23,17,6,30,20,40,60,Connecticut,East,Small Market
4097,2011-12-01,Tea,Green Tea,Regular,42,49,87,33,21,9,40,30,50,80,Connecticut,East,Small Market
4098,2010-09-01,Espresso,Caffe Mocha,Regular,2,87,149,62,85,56,20,50,90,140,Connecticut,East,Small Market
4099,2011-10-01,Espresso,Caffe Mocha,Regular,1,84,153,60,83,54,40,40,90,130,Connecticut,East,Small Market
4100,2010-12-01,Espresso,Decaf Espresso,Decaf,21,65,114,49,44,16,40,40,70,110,Connecticut,East,Small Market
4101,2011-02-01,Espresso,Decaf Espresso,Decaf,43,75,139,55,46,18,40,50,70,120,Connecticut,East,Small Market
4102,2011-06-01,Espresso,Decaf Espresso,Decaf,26,62,107,46,40,15,30,40,60,100,Connecticut,East,Small Market
4103,2011-09-01,Espresso,Decaf Espresso,Decaf,34,65,120,48,42,15,40,40,70,110,Connecticut,East,Small Market
4104,2010-04-01,Herbal Tea,Lemon,Decaf,34,98,178,80,64,30,30,60,70,130,Connecticut,East,Small Market
4105,2010-07-01,Herbal Tea,Lemon,Decaf,32,93,169,76,61,28,40,50,80,130,Connecticut,East,Small Market
4106,2010-09-01,Herbal Tea,Lemon,Decaf,24,83,150,67,59,25,20,50,60,110,Connecticut,East,Small Market
4107,2010-10-01,Herbal Tea,Lemon,Decaf,34,98,177,79,64,30,30,40,50,90,Connecticut,East,Small Market
4108,2011-03-01,Herbal Tea,Lemon,Decaf,58,104,201,85,65,32,40,60,80,140,Connecticut,East,Small Market
4109,2011-08-01,Herbal Tea,Lemon,Decaf,39,88,159,72,56,27,30,50,70,120,Connecticut,East,Small Market
4110,2010-07-01,Herbal Tea,Mint,Decaf,33,72,132,60,39,18,40,40,60,100,Connecticut,East,Small Market
4111,2010-08-01,Herbal Tea,Mint,Decaf,24,60,110,50,36,15,30,30,50,80,Connecticut,East,Small Market
4112,2011-06-01,Herbal Tea,Mint,Decaf,50,77,141,65,38,20,50,40,70,110,Connecticut,East,Small Market
4113,2011-07-01,Herbal Tea,Mint,Decaf,46,72,131,60,36,18,40,40,60,100,Connecticut,East,Small Market
4114,2011-11-01,Herbal Tea,Mint,Decaf,56,81,160,69,43,21,30,50,50,100,Connecticut,East,Small Market
4115,2010-03-01,Tea,Darjeeling,Regular,47,72,121,49,25,13,60,50,80,130,Connecticut,East,Small Market
4116,2010-06-01,Tea,Darjeeling,Regular,33,55,92,37,22,10,40,30,60,90,Connecticut,East,Small Market
4117,2010-11-01,Tea,Darjeeling,Regular,51,78,132,54,27,15,60,50,80,130,Connecticut,East,Small Market
4118,2011-01-01,Tea,Darjeeling,Regular,73,73,138,50,27,14,60,50,80,130,Connecticut,East,Small Market
4119,2011-04-01,Tea,Darjeeling,Regular,64,68,123,47,25,13,60,40,80,120,Connecticut,East,Small Market
4120,2011-07-01,Tea,Darjeeling,Regular,44,52,86,35,19,9,50,30,60,90,Connecticut,East,Small Market
4121,2011-08-01,Tea,Darjeeling,Regular,39,49,82,34,20,9,40,30,50,80,Connecticut,East,Small Market
4122,2011-12-01,Tea,Darjeeling,Regular,70,73,131,50,26,14,50,50,70,120,Connecticut,East,Small Market
4123,2010-09-01,Coffee,Amaretto,Regular,134,179,302,123,45,34,140,130,180,310,Colorado,Central,Major Market
4124,2010-10-01,Coffee,Amaretto,Regular,133,179,302,123,46,34,160,120,180,300,Colorado,Central,Major Market
4125,2010-11-01,Coffee,Amaretto,Regular,128,172,290,118,44,33,130,110,170,280,Colorado,Central,Major Market
4126,2011-04-01,Coffee,Amaretto,Regular,142,132,238,91,36,25,110,90,140,230,Colorado,Central,Major Market
4127,2011-09-01,Coffee,Amaretto,Regular,199,179,322,123,45,34,140,130,180,310,Colorado,Central,Major Market
4128,2010-01-01,Coffee,Columbian,Regular,68,107,190,83,39,27,80,80,110,190,Colorado,Central,Major Market
4129,2010-03-01,Coffee,Columbian,Regular,69,109,193,84,40,27,90,80,120,200,Colorado,Central,Major Market
4130,2010-04-01,Coffee,Columbian,Regular,63,100,178,78,37,25,70,80,100,180,Colorado,Central,Major Market
4131,2010-06-01,Coffee,Columbian,Regular,68,107,190,83,39,27,80,80,110,190,Colorado,Central,Major Market
4132,2010-07-01,Coffee,Columbian,Regular,71,112,199,87,41,28,80,90,110,200,Colorado,Central,Major Market
4133,2010-09-01,Coffee,Columbian,Regular,42,74,132,58,32,19,50,60,70,130,Colorado,Central,Major Market
4134,2010-11-01,Coffee,Columbian,Regular,27,52,92,40,25,13,40,30,60,90,Colorado,Central,Major Market
4135,2010-12-01,Coffee,Columbian,Regular,29,56,99,43,27,14,30,40,50,90,Colorado,Central,Major Market
4136,2011-03-01,Coffee,Columbian,Regular,102,109,206,84,40,27,90,80,120,200,Colorado,Central,Major Market
4137,2011-04-01,Coffee,Columbian,Regular,93,100,190,78,37,25,70,80,100,180,Colorado,Central,Major Market
4138,2011-06-01,Coffee,Columbian,Regular,94,107,188,83,36,27,80,80,110,190,Colorado,Central,Major Market
4139,2011-08-01,Coffee,Columbian,Regular,54,68,119,52,27,17,50,50,70,120,Colorado,Central,Major Market
4140,2011-12-01,Coffee,Columbian,Regular,43,56,106,43,27,14,30,40,50,90,Colorado,Central,Major Market
4141,2010-01-01,Coffee,Decaf Irish Cream,Decaf,101,139,234,95,38,26,110,100,140,240,Colorado,Central,Major Market
4142,2010-07-01,Coffee,Decaf Irish Cream,Decaf,139,185,312,127,46,35,150,130,190,320,Colorado,Central,Major Market
4143,2010-09-01,Coffee,Decaf Irish Cream,Decaf,106,145,245,100,39,28,120,100,150,250,Colorado,Central,Major Market
4144,2010-11-01,Coffee,Decaf Irish Cream,Decaf,84,117,198,81,33,22,80,80,110,190,Colorado,Central,Major Market
4145,2010-02-01,Tea,Green Tea,Regular,30,56,100,44,26,14,30,30,50,80,Colorado,Central,Major Market
4146,2010-09-01,Tea,Green Tea,Regular,47,79,140,61,32,20,50,50,70,120,Colorado,Central,Major Market
4147,2011-02-01,Tea,Green Tea,Regular,45,56,107,44,26,14,30,30,50,80,Colorado,Central,Major Market
4148,2011-05-01,Tea,Green Tea,Regular,41,56,98,43,24,14,30,30,50,80,Colorado,Central,Major Market
4149,2011-06-01,Tea,Green Tea,Regular,40,56,98,43,25,14,30,30,50,80,Colorado,Central,Major Market
4150,2011-07-01,Tea,Green Tea,Regular,37,53,93,41,24,13,30,30,50,80,Colorado,Central,Major Market
4151,2011-10-01,Tea,Green Tea,Regular,110,115,218,90,41,29,80,50,90,140,Colorado,Central,Major Market
4152,2011-11-01,Tea,Green Tea,Regular,104,112,213,88,42,29,60,70,90,160,Colorado,Central,Major Market
4153,2010-02-01,Espresso,Caffe Mocha,Regular,80,112,189,77,32,21,110,80,140,220,Colorado,Central,Major Market
4154,2010-12-01,Espresso,Caffe Mocha,Regular,53,79,133,54,26,15,90,60,110,170,Colorado,Central,Major Market
4155,2011-05-01,Espresso,Caffe Mocha,Regular,121,124,208,86,33,24,120,90,150,240,Colorado,Central,Major Market
4156,2011-10-01,Espresso,Caffe Mocha,Regular,117,111,199,76,32,21,170,100,180,280,Colorado,Central,Major Market
4157,2011-12-01,Espresso,Caffe Mocha,Regular,79,79,142,54,26,15,90,60,110,170,Colorado,Central,Major Market
4158,2010-03-01,Espresso,Decaf Espresso,Decaf,54,108,180,72,54,23,80,80,130,210,Colorado,Central,Major Market
4159,2010-12-01,Espresso,Decaf Espresso,Decaf,47,101,168,67,54,22,80,80,130,210,Colorado,Central,Major Market
4160,2011-02-01,Espresso,Decaf Espresso,Decaf,88,114,201,75,55,24,90,80,140,220,Colorado,Central,Major Market
4161,2011-03-01,Espresso,Decaf Espresso,Decaf,80,108,192,72,54,23,80,80,130,210,Colorado,Central,Major Market
4162,2011-06-01,Espresso,Decaf Espresso,Decaf,46,81,134,54,45,17,50,60,90,150,Colorado,Central,Major Market
4163,2011-09-01,Espresso,Decaf Espresso,Decaf,58,90,160,60,51,19,60,60,110,170,Colorado,Central,Major Market
4164,2011-10-01,Espresso,Decaf Espresso,Decaf,83,110,194,72,54,23,130,100,160,260,Colorado,Central,Major Market
4165,2011-11-01,Espresso,Decaf Espresso,Decaf,86,114,201,75,56,24,100,90,150,240,Colorado,Central,Major Market
4166,2010-01-01,Herbal Tea,Chamomile,Decaf,99,171,341,170,72,47,110,140,160,300,Colorado,Central,Major Market
4167,2010-02-01,Herbal Tea,Chamomile,Decaf,99,170,340,170,71,47,100,140,150,290,Colorado,Central,Major Market
4168,2010-05-01,Herbal Tea,Chamomile,Decaf,83,149,298,149,66,41,90,120,140,260,Colorado,Central,Major Market
4169,2010-09-01,Herbal Tea,Chamomile,Decaf,87,155,310,155,68,43,90,130,140,270,Colorado,Central,Major Market
4170,2010-11-01,Herbal Tea,Chamomile,Decaf,107,182,363,181,75,50,100,170,160,330,Colorado,Central,Major Market
4171,2011-02-01,Herbal Tea,Chamomile,Decaf,147,170,362,170,71,47,100,140,150,290,Colorado,Central,Major Market
4172,2011-03-01,Herbal Tea,Chamomile,Decaf,140,163,346,162,69,45,100,130,150,280,Colorado,Central,Major Market
4173,2011-11-01,Herbal Tea,Chamomile,Decaf,159,182,387,181,75,50,100,170,160,330,Colorado,Central,Major Market
4174,2011-12-01,Herbal Tea,Chamomile,Decaf,129,153,326,153,66,42,80,140,140,280,Colorado,Central,Major Market
4175,2010-02-01,Herbal Tea,Lemon,Decaf,-3,75,129,54,78,49,10,40,70,110,Colorado,Central,Major Market
4176,2010-03-01,Herbal Tea,Lemon,Decaf,-4,73,125,52,77,47,20,40,70,110,Colorado,Central,Major Market
4177,2010-07-01,Herbal Tea,Lemon,Decaf,-10,56,95,39,66,36,0,30,50,80,Colorado,Central,Major Market
4178,2010-08-01,Herbal Tea,Lemon,Decaf,-10,52,89,37,62,33,0,30,40,70,Colorado,Central,Major Market
4179,2010-09-01,Herbal Tea,Lemon,Decaf,-2,74,126,52,76,47,20,40,70,110,Colorado,Central,Major Market
4180,2010-12-01,Herbal Tea,Lemon,Decaf,-6,65,112,47,71,42,0,40,60,100,Colorado,Central,Major Market
4181,2011-02-01,Herbal Tea,Lemon,Decaf,-4,75,137,54,78,49,10,40,70,110,Colorado,Central,Major Market
4182,2011-05-01,Herbal Tea,Lemon,Decaf,-4,75,127,53,73,48,10,40,70,110,Colorado,Central,Major Market
4183,2011-09-01,Herbal Tea,Lemon,Decaf,-3,74,134,52,76,47,20,40,70,110,Colorado,Central,Major Market
4184,2011-11-01,Herbal Tea,Lemon,Decaf,-6,73,133,52,77,47,10,40,70,110,Colorado,Central,Major Market
4185,2010-01-01,Herbal Tea,Mint,Decaf,33,80,140,60,47,19,40,50,70,120,Colorado,Central,Major Market
4186,2010-10-01,Herbal Tea,Mint,Decaf,26,71,123,52,45,17,50,30,60,90,Colorado,Central,Major Market
4187,2011-01-01,Herbal Tea,Mint,Decaf,51,80,157,60,49,19,40,50,70,120,Colorado,Central,Major Market
4188,2011-03-01,Herbal Tea,Mint,Decaf,46,77,143,57,46,18,40,40,70,110,Colorado,Central,Major Market
